decision_id,cluster_id,document_category,decision_date,title,applicant,sanction_strength,sanction_types,monetary_amount,case_type,violated_articles
8687,4,public_system_inspection,2023-12-27,공공기관 사전 실태점검 결과 등에 대한 개선권고에 관한 건,,1,개선권고,,유출·침해;안전조치 미흡,제29조;제30조;제30조의2;제61조
8689,4,public_system_inspection,2023-12-27,공공기관 사전 실태점검 결과 등에 대한 개선권고에 관한 건,,1,개선권고,,유출·침해;안전조치 미흡,제29조;제30조;제30조의2;제61조
869,13,privacy_impact_review,2021-10-13,「자동차손해배상 보장법 시행령」일부개정안에 대한 개인정보 침해요인 평가 결과,국토교통부장관,0,,,,
8691,4,public_system_inspection,2023-12-27,공공기관 사전 실태점검 결과 등에 대한 개선권고에 관한 건,,1,개선권고,,유출·침해;안전조치 미흡,제29조;제30조;제30조의2;제61조
8693,4,public_system_inspection,2023-12-27,공공기관 사전 실태점검 결과 등에 대한 개선권고에 관한 건,,1,개선권고,,유출·침해;안전조치 미흡,제29조;제30조;제30조의2;제61조
8695,4,public_system_inspection,2023-12-27,공공기관 사전 실태점검 결과 등에 대한 개선권고에 관한 건,,1,개선권고,,유출·침해;안전조치 미흡,제29조;제30조;제30조의2;제61조
8697,4,public_system_inspection,2023-12-27,공공기관 사전 실태점검 결과 등에 대한 개선권고에 관한 건,,1,개선권고,,유출·침해;안전조치 미흡,제29조;제30조;제30조의2;제61조
8699,4,public_system_inspection,2023-12-27,공공기관 사전 실태점검 결과 등에 대한 개선권고에 관한 건,,1,개선권고,,유출·침해;안전조치 미흡,제29조;제30조;제30조의2;제61조
87,3,privacy_impact_review,2022-03-23,「해외이주법」 일부개정안에 대한 개인정보 침해요인 평가 결과,외교부장관,0,,,,
8701,2,enforcement,2024-02-14,공공기관의 개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,(사업자등록번호 : ) 대표자,4,과태료,5400000.0,유출·침해;동의·고지 위반;안전조치 미흡;접근권한·내부통제,제29조;제2조;제30조;제5조;제63조;제6조;제75조;제7조;제8조
8703,2,enforcement,2024-02-14,공공기관의 개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,(사업자등록번호 : ) 대표자,4,과태료,4500000.0,유출·침해;동의·고지 위반;안전조치 미흡;민감정보·고유식별정보,제29조;제2조;제30조;제5조;제63조;제6조;제75조;제7조;제8조
8705,15,enforcement,2024-02-14,공공기관의 개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,(사업자등록번호 : ) 대표자,4,과태료,5400000.0,유출·침해;동의·고지 위반;안전조치 미흡,제29조;제2조;제30조;제5조;제63조;제6조;제75조;제7조;제8조
8707,2,enforcement,2024-02-14,공공기관의 개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,(사업자등록번호 : ) 대표자,4,과태료,4500000.0,유출·침해;동의·고지 위반;안전조치 미흡,제29조;제2조;제30조;제5조;제63조;제6조;제75조;제7조
8709,2,enforcement,2024-02-14,공공기관의 개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,(사업자등록번호 : ) 대표자,4,과태료,3600000.0,유출·침해;동의·고지 위반;안전조치 미흡;접근권한·내부통제,제29조;제2조;제30조;제5조;제63조;제6조;제75조;제7조
871,13,privacy_impact_review,2021-10-13,「여객자동차 운수사업법 시행령」일부개정안에 대한 개인정보 침해요인 평가 결과,국토교통부장관,0,,,,
8711,2,enforcement,2024-02-14,공공기관의 개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,(사업자등록번호 : ) 대표자,4,과태료,5400000.0,유출·침해;동의·고지 위반;안전조치 미흡,제29조;제2조;제30조;제63조;제6조;제75조;제7조;제8조
8713,2,enforcement,2024-02-14,공공기관의 개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,(사업자등록번호 : ) 대표자,4,과태료,3600000.0,유출·침해;동의·고지 위반;안전조치 미흡;민감정보·고유식별정보,제21조의2;제24조의2;제2조;제30조;제63조;제6조;제75조;제7조
8715,14,privacy_impact_review,2024-06-12,「해양수산과학기술 육성법 시행규칙」일부 개정안에 대한 개인정보 침해요인 평가에 관한 건,해양수산부장관,0,,,,
8717,15,enforcement,2024-02-14,공공기관의 개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,(사업자등록번호 : ) 대표자,1,개선권고,,안전조치 미흡;민감정보·고유식별정보,제24조의2;제29조;제2조;제61조
8719,15,enforcement,2024-02-14,공공기관의 개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,(사업자등록번호 : ) 대표자,1,주의,,유출·침해;정보주체 권리보장,제15조;제23조;제29조;제2조;제30조;제33조;제58조;제75조;제8조
8721,15,enforcement,2024-02-14,공공기관의 개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,(사업자등록번호 : ) 대표자,1,주의,,유출·침해;안전조치 미흡;접근권한·내부통제;정보주체 권리보장,제15조;제23조;제29조;제2조;제30조;제58조;제6조
8723,12,privacy_impact_review,2024-06-12,「국가기술자격법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,고용노동부장관,0,,,,
8725,1,privacy_impact_review,2024-06-12,「스마트농업 육성 및 지원에 관한 법률 시행령」제정안에 대한 개인정보 침해요인 평가에 관한 건,농림축산식품부장관,0,,,,
8727,12,privacy_impact_review,2024-06-12,「산업안전보건법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,고용노동부장관,0,,,,
8729,14,privacy_impact_review,2024-06-12,「해양수산과학기술 육성법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,해양수산부장관,0,,,,
873,3,privacy_impact_review,2022-05-25,「자유무역협정의 이행을 위한 관세법의 특례에 관한 법률시행규칙」 일부개정안에 대한 개인정보 침해요인 평가 결과,기획재정부장관,0,,,,
8731,1,privacy_impact_review,2024-06-12,「스마트농업 육성 및 지원에 관한 법률 시행규칙」제정안에 대한 개인정보 침해요인 평가에 관한 건,농림축산식품부장관,0,,,,
8733,5,privacy_impact_review,2024-05-22,「사할린동포 지원에 관한 특별법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,재외동포청장,1,개선권고,,,제14조;제6조
8735,7,privacy_impact_review,2024-05-22,「사할린동포 지원에 관한 특별법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,재외동포청장,1,개선권고,,,
8737,16,privacy_impact_review,2024-06-12,「시국사건관련 임용제외 교원의 피해회복을 위한 조치에 관한 특별법 시행령」제정안에 대한 개인정보 침해요인 평가에 관한 건,교육부장관,0,,,,
8739,17,privacy_impact_review,2024-05-22,「의료급여법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,보건복지부장관,0,,,,
8741,5,privacy_impact_review,2024-05-22,「전기통신사업법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,과학기술정보통신부장관,0,,,,
8743,17,privacy_impact_review,2024-05-22,「노인장기요양보험법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,보건복지부장관,0,,,,
8745,7,privacy_impact_review,2024-05-22,「국가유공자 등 예우 및 지원에 관한 법률 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국가보훈부장관,0,,,,
8747,17,privacy_impact_review,2024-05-22,「노인장기요양보험법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,보건복지부장관,1,개선권고,,,제27조의4
8749,5,privacy_impact_review,2024-05-22,「국가유공자 등 예우 및 지원에 관한 법률 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국가보훈부장관,0,,,,
875,3,privacy_impact_review,2022-05-25,「고향사랑 기부금에 관한 법률 시행령」 제정안에 대한 개인정보 침해요인 평가 결과,행정안전부장관,0,,,,
8751,5,privacy_impact_review,2024-05-22,「독립유공자예우에 관한 법률 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국가보훈부장관,0,,,,
8753,7,privacy_impact_review,2024-05-22,「5ㆍ18민주유공자예우 및 단체설립에 관한 법률 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국가보훈부장관,0,,,,
8755,7,privacy_impact_review,2024-05-22,「독립유공자예우에 관한 법률 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국가보훈부장관,0,,,,
8757,5,privacy_impact_review,2024-05-22,「보훈보상대상자 지원에 관한 법률 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국가보훈부장관,0,,,,
8759,7,privacy_impact_review,2024-05-22,「보훈보상대상자 지원에 관한 법률 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국가보훈부장관,0,,,,
8761,17,privacy_impact_review,2024-05-22,「의료 해외진출 및 외국인환자 유치 지원에 관한 법률 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,보건복지부장관,0,,,,
8763,7,privacy_impact_review,2024-05-22,「참전유공자 예우 및 단체설립에 관한 법률 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국가보훈부장관,0,,,,
8765,7,privacy_impact_review,2024-05-22,「특수임무유공자 예우 및 단체설립에 관한 법률 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국가보훈부장관,0,,,,
8767,7,privacy_impact_review,2024-05-22,「고엽제후유의증 등 환자지원 및 단체설립에 관한 법률 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국가보훈부장관,0,,,,
8769,5,privacy_impact_review,2024-06-26,「국가인권위원회법」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국가인권위원회위원장,0,,,,
877,3,privacy_impact_review,2021-09-29,「대안교육기관에 관한 법률 시행령」 제정안에 대한 개인정보 침해요인 평가 결과,교육부장관,0,,,,
8771,17,privacy_impact_review,2024-05-22,「영유아보육법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,보건복지부장관,0,,,,
8773,7,privacy_impact_review,2024-06-26,「국가첨단전략산업 경쟁력 강화 및 보호에 관한 특별조치법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,산업통상자원부장관,0,,,,
8775,5,privacy_impact_review,2024-06-26,「방송법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,과학기술정보통신부장관,0,,,,
8777,7,privacy_impact_review,2024-06-26,「방송법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,과학기술정보통신부장관,0,,,,
8779,14,privacy_impact_review,2024-06-26,「해양수산부 소관 친환경농어업 육성 및 유기식품 등의 관리ㆍ지원에 관한 법률 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,해양수산부장관,1,개선권고,,,
8781,5,privacy_impact_review,2024-06-26,「보건의료기본법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,질병관리청장,0,,,,
8783,7,privacy_impact_review,2024-06-26,「감염병의 예방 및 관리에 관한 법률 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,질병관리청장,0,,,,
8785,16,privacy_impact_review,2024-05-08,「외교부장관의 소속청장에 대한 지휘 등에 관한 규칙」제정안에 대한 개인정보 침해요인 평가에 관한 건,외교부장관,0,,,,
8787,5,privacy_impact_review,2024-05-08,「정보통신공사업법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,과학기술정보통신부장관,0,,,,
8789,17,privacy_impact_review,2024-05-08,「한국인 원자폭탄 피해자 지원을 위한 특별법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,보건복지부장관,1,개선권고,,,제9조
879,3,privacy_impact_review,2021-09-29,「유아교육법 시행령」 일부개정안에 대한 개인정보 침해요인 평가 결과,교육부장관,1,개선권고,,,제13조;제19조;제20조;제32조의4;제34조의2;제6조의2
8791,17,privacy_impact_review,2024-05-08,법령서식 일괄 개정을 위한 「의료법 시행규칙」등 일부개정안에 대한 개인정보 침해요인 평가에 관한 건,보건복지부장관,0,,,,
8793,7,privacy_impact_review,2024-05-08,「벤처기업육성에 관한 특별조치법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,중소벤처기업부장관,0,,,,
8795,17,privacy_impact_review,2024-05-08,「보건의료기술진흥법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,보건복지부장관,0,,,,
8797,7,privacy_impact_review,2024-05-08,「정보통신 공사업법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,과학기술정보통신부장관,0,,,,
8799,7,privacy_impact_review,2024-05-08,「소상공인 보호 및 지원에 관한 법률 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,중소벤처기업부장관,0,,,,
8801,5,privacy_impact_review,2024-05-08,「장사 등에 관한 법률 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국가보훈부장관,0,,,,
8803,17,privacy_impact_review,2024-05-08,「기초연금법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,보건복지부장관,0,,,,
8805,17,privacy_impact_review,2024-05-08,「발달장애인 권리보장 및 지원에 관한 법률 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,보건복지부장관,0,,,,
8807,7,privacy_impact_review,2024-05-29,「5ㆍ18민주유공자예우 및 단체설립에 관한 법률」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국가보훈부장관,0,,,,
8809,7,privacy_impact_review,2024-05-29,「제대군인지원에 관한 법률」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국가보훈부장관,0,,,,
881,16,privacy_impact_review,2021-10-13,「공직자의 이해충돌 방지법 시행령」제정안에 대한 개인정보 침해요인 평가 결과,국민권익위원회위원장,1,개선권고,,,제31조;제33조
8811,7,privacy_impact_review,2024-05-29,「특수임무유공자 예우 및 단체설립에 관한 법률」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국가보훈부장관,0,,,,
8813,5,privacy_impact_review,2024-05-29,「국가인권위원회법」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국가인권위원회위원장,0,,,,
8815,7,privacy_impact_review,2024-05-29,「보훈보상대상자 지원에 관한 법률」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국가보훈부장관,0,,,,
8817,7,privacy_impact_review,2024-05-29,「독립유공자예우에 관한 법률」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국가보훈부장관,0,,,,
8819,7,privacy_impact_review,2024-05-29,「고엽제후유의증 등 환자지원 및 단체설립에 관한 법률」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국가보훈부장관,0,,,,
8821,7,privacy_impact_review,2024-05-29,「국가유공자 등 예우 및 지원에 관한 법률」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국가보훈부장관,0,,,,
8823,16,privacy_impact_review,2024-06-26,「관광진흥법 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가에 관한 건,문화체육관광부장관,0,,,,
8825,16,privacy_impact_review,2024-06-26,「한국도로교통공단법 시행령」 제정안에 대한 개인정보 침해요인 평가에 관한 건,경찰청장,0,,,,
8827,7,privacy_impact_review,2024-06-26,「119구조ㆍ구급에 관한 법률 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가에 관한 건,소방청장,0,,,,
8829,5,privacy_impact_review,2024-06-26,「경비업법 시행령」 일부개정안에 대한 개인정보 침해요인 평가에 관한 건,경찰청장,0,,,,
883,3,privacy_impact_review,2022-05-25,「주민등록법 시행령」 일부개정안에 대한 개인정보 침해요인 평가 결과,행정안전부장관,0,,,,
8831,13,privacy_impact_review,2024-06-26,「자동차관리법 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국토교통부장관,0,,,,
8833,7,privacy_impact_review,2022-10-26,「법인 아닌 사단ㆍ재단 및 외국인의 부동산등기용 등록번호 부여절차에 관한 규정」일부개정안에 대한 개인정보 침해요인 평가 결과,법무부장관,0,,,,
8835,5,privacy_impact_review,2024-06-26,「지방공무원 징계 및 소청규정」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,행정안전부장관,0,,,,
8837,7,privacy_impact_review,2024-06-26,「경비업법 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가에 관한 건,경찰청장,0,,,,
8839,13,privacy_impact_review,2024-06-26,「철도안전법 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국토교통부장관,0,,,,
8841,7,privacy_impact_review,2024-06-26,「주민등록법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,행정안전부장관,0,,,,
8843,5,privacy_impact_review,2024-06-26,「주민등록법 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,행정안전부장관,0,,,,
8845,7,privacy_impact_review,2024-06-26,「초ㆍ중등교육법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,교육부장관,0,,,,
8847,7,privacy_impact_review,2024-06-26,「지방공무원 징계규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,행정안전부장관,0,,,,
8849,11,privacy_impact_review,2024-07-10,「해양재난구조대의 설치 및 운영에 관한 법률 시행령 및 시행규칙」 제정안에 대한 개인정보 침해요인 평가에 관한 건,해양경찰청장,1,개선권고,,,
885,16,privacy_impact_review,2021-09-29,「게임산업진흥에 관한 법률 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가 결과,문화체육관광부장관,0,,,,
8851,11,other,2024-05-08,,,0,,,유출·침해,제18조;제27조
8853,11,privacy_impact_review,2024-07-10,「농업ㆍ농촌 및 식품산업 기본법 시행령」일부 개정안에 대한 개인정보 침해요인 평가에 관한 건,농림축산식품부장관,1,개선권고,,,제19조;제20조의2;제20조의3;제20조의4;제23조;제2조;제52조의2
8855,5,privacy_impact_review,2024-07-10,「도로교통법 시행령」 일부개정안에 대한 개인정보 침해요인 평가에 관한 건,경찰청장,0,,,,
8857,13,privacy_impact_review,2024-07-10,「기업도시개발 특별법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국토교통부장관,0,,,,
8859,13,privacy_impact_review,2024-07-10,「공항시설법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국토교통부장관,0,,,,
8861,7,privacy_impact_review,2024-07-10,「5ㆍ18민주유공자예우 및 단체설립에 관한 법률」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국가보훈부장관,0,,,,
8863,7,privacy_impact_review,2024-07-10,「고엽제후유의증 등 환자지원 및 단체설립에 관한 법률」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국가보훈부장관,0,,,,
8865,7,privacy_impact_review,2024-07-10,「도로교통법 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가에 관한 건,경찰청장,0,,,,
8867,13,privacy_impact_review,2024-07-10,「항공안전법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국토교통부장관,0,,,,
8869,7,privacy_impact_review,2024-07-10,「특수임무유공자 예우 및 단체설립에 관한 법률」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국가보훈부장관,0,,,,
887,7,privacy_impact_review,2021-08-25,「보훈보상대상자 지원에 관한 법률 시행령」일부개정안에 대한 개인정보 침해요인 평가 결과,국가보훈처장,0,,,,
8871,7,privacy_impact_review,2024-07-10,「참전유공자 예우 및 단체설립에 관한 법률」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국가보훈부장관,0,,,,
8873,7,privacy_impact_review,2024-07-10,「학교 밖 청소년 지원에 관한 법률 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,여성가족부장관,1,개선권고,,,
8875,13,privacy_impact_review,2024-06-26,「국제항공 탄소 배출량 관리에 관한 법률 시행규칙」제 정안에 대한 개인정보 침해요인 평가에 관한 건,국토교통부장관,0,,,,
8877,9,privacy_impact_review,2024-06-26,「물순환 촉진 및 지원에 관한 법률 시행령」제정안에 대한 개인정보 침해요인 평가에 관한 건,환경부장관,0,,,,
8879,13,privacy_impact_review,2024-06-26,「공간정보의 구축 및 관리 등에 관한 법률 시행령」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국토교통부장관,0,,,,
8881,9,privacy_impact_review,2024-06-26,「물순환 촉진 및 지원에 관한 법률 시행규칙」제정안에 대한 개인정보 침해요인 평가에 관한 건,환경부장관,1,개선권고,,,
8883,11,other,2024-06-16,,,0,,,유출·침해;영상정보 처리,
8885,13,privacy_impact_review,2024-06-26,「공간정보의 구축 및 관리 등에 관한 법률 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국토교통부장관,0,,,,
8887,0,data_provision_request,2024-06-16,한국사학진흥재단의 폐교대학 교직원 증명 발급 업무를 위한 국민건강보험공단 및 사립학교교직원연금공단 보유 개인정보 제공 요청에 관한 건,한국사학진흥재단이사장,0,,,목적 외 이용,
8889,11,data_provision_request,2024-07-10,한전엠씨에스주식회사의 고객만족도 조사를 위한 한국전력공사 보유 개인정보 제공 요청에 관한 건,한전엠씨에스주식회사 사장,0,,,목적 외 이용,
889,7,privacy_impact_review,2021-08-25,「북한이탈주민의 보호 및 정착지원에 관한 법률 시행규칙」일부개정안에 대한 개인정보 침해요인 평가 결과,통일부장관,0,,,,
8891,2,enforcement,2024-06-12,공공기관의 개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,(사업자등록번호 : ),4,과태료,6000000.0,유출·침해;동의·고지 위반;안전조치 미흡;민감정보·고유식별정보;정보주체 권리보장,제21조;제24조;제29조;제2조;제30조;제34조의2;제40조의2;제48조의2;제63조;제6조;제75조;제7조;제8조
8893,11,other,2024-07-10,,,0,,,동의·고지 위반;아동 개인정보,
8895,11,other,2024-06-26,,,0,,,,
8897,15,enforcement,2024-07-10,공공기관의 개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,(사업자등록번호 : ),4,과태료,3000000.0,유출·침해;동의·고지 위반;목적 외 이용;안전조치 미흡;보유기간·파기 위반;영상정보 처리,제15조;제17조;제18조;제21조;제2조;제34조;제39조의3;제63조;제75조;제7조;제8조
8899,3,privacy_impact_review,2024-07-24,「국제조세조정에 관한 법률」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,기획재정부장관,0,,,,
89,7,privacy_impact_review,2022-04-13,「전자장치 부착 등에 관한 법률 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가 결과,법무부장관,0,,,,
8901,1,privacy_impact_review,2024-06-26,「해외농업ㆍ산림자원 개발협력법 시행령」일부 개정안에 대한 개인정보 침해요인 평가에 관한 건,농림축산식품부장관,0,,,,
8903,3,privacy_impact_review,2024-07-24,「관세법」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,기획재정부장관,0,,,,
8905,3,privacy_impact_review,2024-07-24,「소득세법」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,기획재정부장관,0,,,,
8907,1,privacy_impact_review,2024-06-26,「농어촌정비법」일부 개정안에 대한 개인정보 침해요인 평가에 관한 건,농림축산식품부장관,0,,,,
8909,5,privacy_impact_review,2024-06-26,「통신비밀보호법 시행령」일부 개정안에 대한 개인정보 침해요인 평가에 관한 건,과학기술정보통신부장관,0,,,,
891,5,privacy_impact_review,2021-06-23,「군 사망사고 진상규명에 관한 특별법 시행령」일부개정안에 대한 개인정보 침해요인 평가 결과,국방부장관 / 군사망사고진상규명위원회위원장,0,,,,
8911,1,privacy_impact_review,2024-06-26,「해외농업ㆍ산림자원 개발협력법 시행규칙」일부 개정안에 대한 개인정보 침해요인 평가에 관한 건,농림축산식품부장관,0,,,,
8913,12,privacy_impact_review,2024-06-26,「장애인고용촉진 및 직업재활법」일부 개정안에 대한 개인정보 침해요인 평가에 관한 건,고용노동부장관,0,,,,
8915,12,privacy_impact_review,2024-07-10,「직업안정법 시행규칙」일부 개정안에 대한 개인정보 침해요인 평가에 관한 건,고용노동부장관,0,,,,
8917,3,privacy_impact_review,2024-07-24,「세무사법」일부 개정안에 대한 개인정보 침해요인 평가에 관한 건,기획재정부장관,0,,,,
8919,5,privacy_impact_review,2024-06-26,「연구개발특구의 육성에 관한 특별법 시행령」일부 개정안에 대한 개인정보 침해요인 평가에 관한 건,과학기술정보통신부장관,0,,,,
8921,3,privacy_impact_review,2024-07-24,「상속세 및 증여세법」일부 개정안에 대한 개인정보 침해요인 평가에 관한 건,기획재정부장관,0,,,,
8923,3,privacy_impact_review,2024-07-24,「과세자료의 제출 및 관리에 관한 법률」일부 개정안에 대한 개인정보 침해요인 평가에 관한 건,기획재정부장관,0,,,,
8925,15,other,2024-06-12,개인정보보호 실태 개선권고에 관한 건,(사업자등록번호 : ),1,개선권고,,동의·고지 위반;목적 외 이용;처리위탁,제112조;제15조;제17조;제26조;제28조의2;제5조;제61조;제662조
8927,15,other,2024-06-12,개인정보보호 실태 개선권고에 관한 건,(사업자등록번호 : ),1,개선권고,,동의·고지 위반;목적 외 이용;제3자 제공;처리위탁,제112조;제15조;제17조;제26조;제28조의2;제5조;제61조;제662조
8929,15,other,2024-06-12,개인정보보호 실태 개선권고에 관한 건,(사업자등록번호 : ),1,개선권고,,동의·고지 위반;목적 외 이용;처리위탁,제112조;제15조;제17조;제26조;제28조의2;제5조;제61조;제662조
893,3,privacy_impact_review,2021-07-28,「상속세 및 증여세법」일부개정안에 대한 개인정보 침해요인 평가 결과,기획재정부장관,0,,,,
8931,13,privacy_impact_review,2024-07-24,「자동차관리법 시행규칙」일부개정안에 대한 개인정보 침해요인 평가에 관한 건,국토교통부장관,1,개선권고,,,
8933,9,privacy_impact_review,2024-07-24,「환경분쟁 조정법 시행령」 전부개정안에 대한 개인정보 침해요인 평가에 관한 건,환경부장관,0,,,,
8935,15,enforcement,2024-04-24,공공기관의 개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,,4,과태료;시정명령;개선권고,1000000.0,유출·침해;동의·고지 위반;제3자 제공;안전조치 미흡;보유기간·파기 위반;민감정보·고유식별정보;접근권한·내부통제;정보주체 권리보장,제16조;제26조;제28조;제28조의2;제28조의4;제29조의5;제2조;제34조;제61조;제63조;제64조;제75조;제7조;제8조
8937,15,enforcement,2024-04-24,공공기관의 개인정보보호 법규 위반행위에 대한 시정조치에 관한 건,,4,과태료;개선권고,5400000.0,유출·침해;동의·고지 위반;제3자 제공;안전조치 미흡;접근권한·내부통제;정보주체 권리보장,제28조의4;제29조의5;제2조;제30조;제48조의2;제61조;제63조;제6조;제75조;제7조;제8조
8939,9,privacy_impact_review,2024-07-24,「환경오염피해 배상책임 및 구제에 관한 법률 시행령」 일부개정안에 대한 개인정보 침해요인 평가에 관한 건,환경부장관,0,,,,
8941,9,privacy_impact_review,2024-07-24,「생활화학제품 및 살생물제의 안전관리에 관한 법률 시행령」 일부개정안에 대한 개인정보 침해요인 평가에 관한 건,환경부장관,0,,,,
8943,9,privacy_impact_review,2024-07-24,「환경분쟁 조정법 시행규칙」 전부개정안에 대한 개인정보 침해요인 평가에 관한 건,환경부장관,0,,,,
8945,9,privacy_impact_review,2024-07-24,「환경오염피해 배상책임 및 구제에 관한 법률 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가에 관한 건,환경부장관,0,,,,
8947,9,privacy_impact_review,2024-07-24,「석면피해구제법 시행령」 일부개정안에 대한 개인정보 침해요인 평가에 관한 건,환경부장관,1,개선권고,,,제45조의2
8949,9,privacy_impact_review,2024-07-24,「석면피해구제법 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가에 관한 건,환경부장관,0,,,,
895,7,privacy_impact_review,2021-08-11,「참전유공자 예우 및 단체설립에 관한 법률 시행령」일부개정안에 대한 개인정보 침해요인 평가 결과,국가보훈처장,0,,,,
8951,9,privacy_impact_review,2024-07-24,「생활화학제품 및 살생물제의 안전관리에 관한 법률 시행규칙」 일부개정안에 대한 개인정보 침해요인 평가에 관한 건,환경부장관,0,,,,
8953,7,privacy_impact_review,2024-07-24,「실종아동등의 발견 및 유전자검사 등에 관한 규칙」 일부개정안에 대한 개인정보 침해요인 평가에 관한 건,경찰청장,0,,,,
